SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species__Iris-setosa,Species__Iris-versicolor,Species__Iris-virginica,SepalLengthCm^2,SepalLengthCm SepalWidthCm,SepalLengthCm PetalLengthCm,SepalLengthCm PetalWidthCm,SepalLengthCm Species__Iris-setosa,SepalLengthCm Species__Iris-versicolor,SepalLengthCm Species__Iris-virginica,SepalWidthCm^2,SepalWidthCm PetalLengthCm,SepalWidthCm PetalWidthCm,SepalWidthCm Species__Iris-setosa,SepalWidthCm Species__Iris-versicolor,SepalWidthCm Species__Iris-virginica,PetalLengthCm^2,PetalLengthCm PetalWidthCm,PetalLengthCm Species__Iris-setosa,PetalLengthCm Species__Iris-versicolor,PetalLengthCm Species__Iris-virginica,PetalWidthCm^2,PetalWidthCm Species__Iris-setosa,PetalWidthCm Species__Iris-versicolor,PetalWidthCm Species__Iris-virginica,Species__Iris-setosa^2,Species__Iris-setosa Species__Iris-versicolor,Species__Iris-setosa Species__Iris-virginica,Species__Iris-versicolor^2,Species__Iris-versicolor Species__Iris-virginica,Species__Iris-virginica^2
-0.9006811702978088,1.0320572244889565,-1.3412724047598314,-1.3129767272601454,1.4142135623730951,-0.7071067811865475,-0.7071067811865476,0.8112265705290305,-0.9295545087670217,1.2080587992072414,1.1825734152824547,-1.2737555264092326,0.6368777632046162,0.6368777632046163,1.0651421146198485,-1.38426987534006,-1.3550671169546993,1.4595493240174164,-0.7297746620087081,-0.7297746620087082,1.7990116637702211,1.7610594523659084,-1.8968456256481292,0.9484228128240645,0.9484228128240646,1.723907886326762,-1.8568294947715378,0.9284147473857688,0.9284147473857689,2.0000000000000004,-1.0,-1.0000000000000002,0.4999999999999999,0.5,0.5000000000000001
-1.1430169111851105,-0.12495760117130933,-1.3412724047598314,-1.3129767272601454,1.4142135623730951,-0.7071067811865475,-0.7071067811865476,1.3064876592551509,0.14282865131993094,1.5330970411464078,1.5007546032508265,-1.6164700178197868,0.8082350089098933,0.8082350089098934,0.015614402090488007,0.167602182216062,0.16406642223218423,-0.1767167342980738,0.08835836714903689,0.0883583671490369,1.7990116637702211,1.7610594523659084,-1.8968456256481292,0.9484228128240645,0.9484228128240646,1.723907886326762,-1.8568294947715378,0.9284147473857688,0.9284147473857689,2.0000000000000004,-1.0,-1.0000000000000002,0.4999999999999999,0.5,0.5000000000000001
-1.3853526520724133,0.3378483290927974,-1.3981381087490836,-1.3129767272601454,1.4142135623730951,-0.7071067811865475,-0.7071067811865476,1.919201970604069,-0.46803907870694034,1.9369143369190511,1.8189357912192001,-1.9591845092303426,0.9795922546151712,0.9795922546151713,0.11414149347079512,-0.47235862388184174,-0.4435869934425697,0.4777896890281228,-0.23889484451406134,-0.2388948445140614,1.9547901711364644,1.835722798283061,-1.9772658754636234,0.9886329377318116,0.9886329377318117,1.723907886326762,-1.8568294947715378,0.9284147473857688,0.9284147473857689,2.0000000000000004,-1.0,-1.0000000000000002,0.4999999999999999,0.5,0.5000000000000001
-1.5065205225160652,0.10644536396074403,-1.284406700770579,-1.3129767272601454,1.4142135623730951,-0.7071067811865475,-0.7071067811865476,2.269604084762078,-0.16036212533355282,1.9349850539680282,1.9780263852033875,-2.130541754935621,1.0652708774678104,1.0652708774678106,0.011330615508735263,-0.13671913873714273,-0.1397602856051927,0.15053647736502448,-0.07526823868251223,-0.07526823868251224,1.649700572984364,1.6863961064487558,-1.8164253758326347,0.9082126879163172,0.9082126879163174,1.723907886326762,-1.8568294947715378,0.9284147473857688,0.9284147473857689,2.0000000000000004,-1.0,-1.0000000000000002,0.4999999999999999,0.5,0.5000000000000001
-1.0218490407414595,1.2634601896210098,-1.3412724047598314,-1.3129767272601454,1.4142135623730951,-0.7071067811865475,-0.7071067811865476,1.044175462064241,-1.2910655827792514,1.3705779201768244,1.3416640092666405,-1.4451127721145096,0.7225563860572547,0.7225563860572548,1.596331650757158,-1.6946442868512845,-1.6588938247920761,1.7868025356805146,-0.8934012678402572,-0.8934012678402573,1.7990116637702211,1.7610594523659084,-1.8968456256481292,0.9484228128240645,0.9484228128240646,1.723907886326762,-1.8568294947715378,0.9284147473857688,0.9284147473857689,2.0000000000000004,-1.0,-1.0000000000000002,0.4999999999999999,0.5,0.5000000000000001
-0.537177558966854,1.957669085017169,-1.1706752927920745,-1.0500307872213979,1.4142135623730951,-0.7071067811865475,-0.7071067811865476,0.28855972985758793,-1.0516159003543974,0.6288604961248537,0.5640529751196346,-0.7596837892933981,0.37984189464669893,0.37984189464669904,3.8324682464319597,-2.291794829292467,-2.0556128104595714,2.7685621706698083,-1.384281085334904,-1.3842810853349041,1.3704806411538093,1.2292450992711024,-1.6555848762016458,0.8277924381008228,0.8277924381008229,1.1025646541127885,-1.4849677801977985,0.7424838900988991,0.7424838900988993,2.0000000000000004,-1.0,-1.0000000000000002,0.4999999999999999,0.5,0.5000000000000001
-1.5065205225160652,0.8006542593569032,-1.3412724047598314,-1.1815037572407716,1.4142135623730951,-0.7071067811865475,-0.7071067811865476,2.269604084762078,-1.206202073161075,2.0206544040551604,1.7799596577130614,-2.130541754935621,1.0652708774678104,1.0652708774678106,0.6410472430263512,-1.0738954638288352,-0.9459760156810083,1.132296112354318,-0.5661480561771589,-0.566148056177159,1.7990116637702211,1.5847183857071059,-1.8968456256481292,0.9484228128240645,0.9484228128240646,1.3959511283740602,-1.6708986374846682,0.835449318742334,0.8354493187423341,2.0000000000000004,-1.0,-1.0000000000000002,0.4999999999999999,0.5,0.5000000000000001
-1.0218490407414595,0.8006542593569032,-1.284406700770579,-1.3129767272601454,1.4142135623730951,-0.7071067811865475,-0.7071067811865476,1.044175462064241,-0.8181477868894153,1.3124697551043192,1.3416640092666405,-1.4451127721145096,0.7225563860572547,0.7225563860572548,0.6410472430263512,-1.0283656957185114,-1.0512404091173224,1.132296112354318,-0.5661480561771589,-0.566148056177159,1.649700572984364,1.6863961064487558,-1.8164253758326347,0.9082126879163172,0.9082126879163174,1.723907886326762,-1.8568294947715378,0.9284147473857688,0.9284147473857689,2.0000000000000004,-1.0,-1.0000000000000002,0.4999999999999999,0.5,0.5000000000000001
-1.7488562634033669,-0.3563605663033627,-1.3412724047598314,-1.3129767272601454,1.4142135623730951,-0.7071067811865475,-0.7071067811865476,3.0584982300451866,0.6232234084096067,2.345692645994327,2.2962075731717593,-2.4732562463461756,1.2366281231730876,1.2366281231730878,0.1269928532160534,0.4779765937272867,0.46789313006956124,-0.5039699459611722,0.25198497298058603,0.2519849729805861,1.7990116637702211,1.7610594523659084,-1.8968456256481292,0.9484228128240645,0.9484228128240646,1.723907886326762,-1.8568294947715378,0.9284147473857688,0.9284147473857689,2.0000000000000004,-1.0,-1.0000000000000002,0.4999999999999999,0.5,0.5000000000000001
-1.1430169111851105,0.10644536396074403,-1.284406700770579,-1.4444496972795189,1.4142135623730951,-0.7071067811865475,-0.7071067811865476,1.3064876592551509,-0.12166885112438452,1.4680985798202457,1.6510304313467037,-1.6164700178197868,0.8082350089098933,0.8082350089098934,0.011330615508735263,-0.13671913873714273,-0.15375497374990493,0.15053647736502448,-0.07526823868251223,-0.07526823868251224,1.649700572984364,1.8552608701118485,-1.8164253758326347,0.9082126879163172,0.9082126879163174,2.0864349279708936,-2.0427603520584072,1.0213801760292034,1.0213801760292036,2.0000000000000004,-1.0,-1.0000000000000002,0.4999999999999999,0.5,0.5000000000000001
